"Date","서울시 평균","강남구","강동구","강북구","강서구","관악구","광진구","구로구","금천구","노원구","도봉구","동대문구","동작구","마포구","서대문구","서초구","성동구","성북구","송파구","양천구","영등포구","용산구","은평구","종로구","중구","중랑구","","","",""
"2022-08-01","8","9","7","8","8","9","9","3","7","8","5","9","9","8","5","3","8","7","10","10","9","10","9","10","10","9","","","",""
"2022-08-02","6","7","6","6","7","7","7","1","4","9","3","6","7","6","3","2","6","5","6","10","7","5","8","7","7","7","","","",""
"2022-08-03","15","17","16","16","20","17","15","9","","12","11","20","18","17","8","11","16","15","18","20","17","8","12","18","7","19","","","",""
"2022-08-04","10","12","12","12","10","9","12","4","8","15","8","13","9","9","5","4","10","8","13","14","10","11","10","11","11","14","","","",""
"2022-08-05","11","12","11","10","11","12","13","","11","13","8","13","16","8","7","2","12","9","12","13","11","12","11","11","11","12","","","",""
"2022-08-06","23","26","25","24","22","22","28","6","24","25","18","29","25","21","16","18","25","21","24","26","22","26","21","24","26","26","","","",""
"2022-08-07","19","20","19","21","20","19","21","10","19","23","15","22","20","17","13","14","19","17","18","24","19","20","18","19","21","21","","","",""
"2022-08-08","12","13","11","12","12","12","13","6","11","12","7","17","13","9","7","8","11","12","13","16","12","11","11","13","12","14","","","",""
"2022-08-09","5","5","4","4","6","","5","1","4","6","3","","3","3","2","2","4","5","7","9","5","4","7","5","6","7","","","",""
"2022-08-10","6","6","2","9","8","7","6","3","3","7","4","","6","6","7","4","8","7","4","10","7","7","10","2","9","6","","","",""
"2022-08-11","8","8","6","9","11","8","8","5","4","10","9","","7","9","9","10","7","9","5","13","10","8","14","3","9","8","","","",""
"2022-08-12","15","16","15","13","16","19","16","12","16","15","11","","17","14","13","13","14","13","16","19","15","16","15","14","13","17","","","",""
"2022-08-13","18","18","18","19","17","18","20","15","19","22","17","","18","17","15","17","19","19","19","21","20","20","18","18","19","20","","","",""
"2022-08-14","14","16","14","13","15","16","16","9","10","11","12","","16","14","10","11","13","14","14","17","16","14","11","15","13","15","","","",""
"2022-08-15","12","14","11","12","13","13","12","3","12","13","9","","14","11","7","7","11","11","13","17","12","12","17","11","13","14","","","",""
"2022-08-16","12","14","12","11","13","11","13","9","9","13","10","","11","11","9","10","12","12","12","20","13","12","13","14","13","15","","","",""
"2022-08-17","13","14","12","11","14","14","13","9","11","12","9","","14","15","9","11","13","11","15","18","15","14","11","15","14","12","","","",""
"2022-08-18","13","14","13","13","15","15","8","10","12","14","11","","15","13","10","","11","12","15","18","15","14","14","14","14","14","","","",""
"2022-08-19","14","15","13","14","14","14","15","9","13","18","11","","14","13","10","10","12","16","14","17","14","13","14","15","15","14","","","",""
"2022-08-20","16","17","15","14","16","17","16","12","26","17","10","","18","14","10","13","14","13","18","19","17","16","14","14","15","18","","","",""
"2022-08-21","15","16","16","17","17","16","17","9","12","13","13","","16","16","12","11","15","13","16","18","15","17","17","16","17","18","","","",""
"2022-08-22","16","16","17","17","14","16","18","8","13","25","14","","14","14","11","14","16","","22","17","15","18","15","16","15","19","","","",""
"2022-08-23","8","10","8","6","7","10","8","2","9","7","7","","10","9","4","7","8","8","8","11","8","8","6","9","9","10","","","",""
"2022-08-24","7","6","5","6","8","8","6","3","7","10","6","","7","8","4","4","13","7","6","11","10","6","6","7","9","7","","","",""
"2022-08-25","7","8","7","7","7","7","7","5","10","9","6","","7","8","6","4","7","8","7","11","7","7","9","8","5","8","","","",""
"2022-08-26","20","15","19","19","21","22","20","18","21","21","16","","21","22","20","17","19","19","16","25","21","21","20","16","21","21","","","",""
"2022-08-27","9","10","9","8","10","10","9","6","9","11","8","","10","11","8","7","9","9","9","13","10","8","9","9","9","10","","","",""
"2022-08-28","7","8","7","6","7","8","7","5","8","9","4","","8","10","5","3","7","6","6","12","8","9","7","8","8","7","","","",""
"2022-08-29","6","6","5","5","5","7","5","3","4","6","7","","6","7","5","3","5","6","5","9","9","5","6","6","7","6","","","",""
"2022-08-30","3","4","3","2","2","4","3","1","2","4","2","","3","4","4","1","3","2","3","7","5","3","2","3","4","4","","","",""
"2022-08-31","3","4","2","2","3","4","2","2","1","5","2","8","3","5","2","1","2","3","3","7","5","4","3","2","3","4","","","",""
"2022-09-01","8","9","8","7","9","11","8","7","7","9","6","10","10","10","6","5","10","8","9","11","10","9","7","9","8","9","","","",""
"2022-09-02","7","7","5","6","9","9","5","4","7","9","6","8","10","9","5","5","7","7","8","11","9","6","9","7","7","7","","","",""
"2022-09-03","5","5","5","3","3","7","4","3","5","5","3","6","7","7","3","3","4","4","6","9","8","3","5","5","4","5","","","",""
"2022-09-04","4","5","4","3","3","5","4","2","3","4","2","6","6","6","3","2","3","3","6","7","5","4","3","4","5","5","","","",""
"2022-09-05","2","2","2","1","2","2","1","1","1","2","2","3","3","3","1","1","2","2","4","4","3","1","2","2","1","3","","","",""
"2022-09-06","4","6","6","4","5","5","1","4","1","5","3","6","7","7","1","1","2","4","9","9","6","2","2","1","5","1","","","",""
"2022-09-07","13","14","18","9","17","13","15","11","14","12","9","14","15","14","11","11","12","12","14","17","14","16","11","13","12","14","","","",""
"2022-09-08","13","13","12","11","12","13","12","12","16","14","8","14","17","15","11","10","13","12","14","16","14","14","13","14","13","12","","","",""
"2022-09-09","10","9","8","7","13","12","10","7","12","13","8","12","12","13","7","7","8","9","14","12","11","12","8","10","9","13","","","",""
"2022-09-10","5","5","5","4","5","6","5","3","5","4","3","5","5","7","4","2","4","4","7","7","6","4","3","5","5","6","","","",""
"2022-09-11","11","11","10","11","12","11","11","8","12","13","8","12","13","13","8","7","10","10","12","13","12","12","9","11","11","12","","","",""
"2022-09-12","12","12","11","11","14","13","12","9","13","13","8","13","15","14","10","8","10","11","12","14","14","12","11","12","12","12","","","",""
"2022-09-13","14","23","12","11","13","20","27","9","12","14","12","13","16","14","11","17","12","12","13","13","14","12","12","11","11","26","","","",""
"2022-09-14","8","9","8","7","10","8","8","6","7","8","6","9","10","10","7","6","8","8","9","10","10","8","7","7","9","10","","","",""
"2022-09-15","9","10","8","9","9","10","8","6","8","17","7","9","12","11","8","7","8","9","10","10","11","9","9","8","10","10","","","",""
"2022-09-16","11","13","10","14","12","13","11","8","10","10","9","11","15","13","11","5","10","6","10","13","13","13","12","12","13","12","","","",""
"2022-09-17","13","15","15","14","14","14","14","9","11","16","8","14","16","14","11","10","13","15","15","14","13","15","9","14","14","17","","","",""
"2022-09-18","13","14","15","12","12","13","15","8","15","15","9","14","15","13","9","10","14","12","13","12","12","14","11","12","12","15","","","",""
"2022-09-19","7","8","7","6","9","7","6","5","9","8","6","9","9","8","5","5","6","7","7","10","9","7","14","7","5","7","","","",""
"2022-09-20","6","7","6","6","","5","5","4","7","8","5","7","8","7","6","5","5","7","8","9","7","7","5","9","6","6","","","",""
"2022-09-21","10","10","8","10","11","11","10","10","12","12","7","12","11","11","8","7","8","11","12","15","11","11","9","13","11","11","","","",""
"2022-09-22","9","10","7","8","10","9","8","6","10","8","7","9","10","5","7","6","8","8","11","11","9","9","10","11","9","8","","","",""
"2022-09-23","10","12","8","8","11","10","8","8","10","9","8","12","12","10","7","8","7","7","11","12","14","11","9","11","7","9","","","",""
"2022-09-24","7","8","7","6","7","7","7","4","7","8","5","8","8","8","5","4","6","5","9","8","5","7","6","8","5","8","","","",""
"2022-09-25","10","11","10","9","10","13","10","9","11","10","7","12","13","12","","9","9","8","12","12","9","11","8","11","9","11","","","",""
"2022-09-26","12","12","12","9","12","13","9","22","14","13","9","15","14","14","","9","11","10","14","15","11","14","12","13","10","12","","","",""
"2022-09-27","14","13","12","12","16","17","12","11","16","17","11","15","16","17","9","12","12","14","17","19","14","15","12","15","13","12","","","",""
"2022-09-28","17","18","10","16","14","32","9","23","18","16","15","12","21","13","16","18","15","","15","18","12","20","17","17","22","14","","","",""
"2022-09-29","42","35","29","35","52","39","33","61","42","34","40","36","44","47","46","57","31","37","33","59","48","38","44","37","46","36","","","",""
"2022-09-30","35","34","31","30","38","40","32","48","47","34","","33","38","36","31","43","29","30","32","42","33","34","32","32","33","32","","","",""
"2022-10-01","39","36","32","32","41","48","33","66","61","35","30","33","54","35","31","65","31","33","35","46","38","35","31","32","32","33","","","",""
"2022-10-02","23","22","22","23","24","24","20","33","29","22","19","22","28","23","18","24","20","21","22","26","22","21","19","20","22","21","","","",""
"2022-10-03","10","11","9","8","13","9","9","6","9","10","5","11","11","11","5","11","9","9","11","18","8","9","7","8","11","12","","","",""
"2022-10-04","5","7","7","6","6","6","6","4","2","7","1","8","6","6","2","4","5","4","8","7","3","7","5","1","7","9","","","",""
"2022-10-05","7","8","5","4","6","9","5","7","11","4","3","6","10","9","5","6","6","5","9","10","8","8","4","3","8","5","","","",""
"2022-10-06","3","3","2","2","","3","2","2","5","2","2","3","3","4","1","1","2","2","3","4","3","2","3","1","3","3","","","",""
"2022-10-07","4","4","3","4","5","6","3","2","7","5","3","5","6","6","3","2","4","4","6","6","4","4","3","1","4","4","","","",""
"2022-10-08","4","4","4","6","5","8","4","4","5","5","2","5","5","6","2","2","4","4","6","4","4","5","3","2","5","4","","","",""
"2022-10-09","4","5","5","5","4","3","4","2","6","5","4","4","4","5","3","2","3","4","6","6","4","4","3","2","5","5","","","",""
"2022-10-10","3","4","2","3","3","3","3","2","4","3","2","4","4","4","2","1","3","3","6","4","2","3","3","2","3","4","","","",""
"2022-10-11","8","9","4","8","7","9","9","8","10","11","5","10","9","7","7","6","8","8","11","10","7","9","7","2","8","10","","","",""
"2022-10-12","12","12","12","10","11","14","11","13","12","12","10","13","12","14","9","9","12","12","13","13","14","13","8","12","12","12","","","",""
"2022-10-13","10","10","11","9","9","9","10","10","13","11","8","11","12","13","6","9","10","9","11","13","11","12","7","10","11","11","","","",""
"2022-10-14","14","15","14","14","16","16","13","14","17","15","13","17","16","16","12","13","14","15","13","16","14","13","13","12","13","14","","","",""
"2022-10-15","19","18","17","16","20","21","17","21","23","18","14","20","20","21","15","17","18","19","19","23","19","19","16","18","18","17","","","",""
"2022-10-16","24","23","24","21","28","24","24","26","28","24","19","24","26","26","19","22","21","23","23","31","25","23","21","22","23","23","","","",""
"2022-10-17","10","11","12","10","8","9","10","7","13","14","14","11","11","10","9","7","9","9","12","10","9","10","8","9","10","12","","","",""
"2022-10-18","9","9","10","9","8","7","10","5","12","11","7","9","10","10","6","4","9","8","11","11","8","9","7","9","9","10","","","",""
"2022-10-19","10","12","13","9","9","11","11","8","11","13","8","11","10","11","8","8","9","9","14","10","9","12","6","9","10","12","","","",""
"2022-10-20","17","18","20","16","15","18","18","19","20","20","11","18","19","16","16","19","16","19","18","17","17","17","14","13","18","19","","","",""
"2022-10-21","32","31","32","26","31","31","27","45","34","30","29","33","33","33","35","40","28","33","27","34","32","29","32","30","34","27","","","",""
"2022-10-22","33","28","31","24","45","34","30","65","42","28","30","27","34","28","28","68","26","29","25","33","31","26","23","24","27","31","","","",""
"2022-10-23","19","19","20","20","15","17","19","22","20","22","29","20","20","18","20","19","19","20","19","17","16","18","20","16","19","21","","","",""
"2022-10-24","11","11","12","10","10","10","10","8","14","15","9","11","13","12","12","8","11","10","11","11","10","10","12","9","11","13","","","",""
"2022-10-25","7","8","7","6","8","9","5","7","8","10","5","8","8","9","4","5","7","6","8","8","9","7","4","5","8","7","","","",""
"2022-10-26","7","8","8","6","4","5","6","5","10","11","3","8","8","8","5","6","7","5","10","7","6","6","4","2","8","9","","","",""
"2022-10-27","17","18","20","17","19","17","18","18","19","21","17","20","17","16","13","16","16","18","17","19","16","18","13","15","10","18","","","",""
"2022-10-28","23","22","23","21","26","26","21","25","26","26","20","22","26","24","19","26","21","24","22","26","23","24","19","24","24","23","","","",""
"2022-10-29","16","15","16","15","16","20","13","17","18","20","15","17","19","16","10","17","14","17","17","16","15","16","12","17","14","15","","","",""
